Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Best Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
8274;21100933832;"Panta Rei";journal;"23868864, 11362464";"Centro de Estudios del Proximo Oriente y la Antiguedad Tardia";Yes;Yes;0,169;Q2;6;13;32;922;16;32;0,35;70,92;48,28;0;2;Spain;Western Europe;"Centro de Estudios del Proximo Oriente y la Antiguedad Tardia";"2019-2024";"History (Q2); Anthropology (Q3); Archeology (arts and humanities) (Q3); Education (Q4)";"Arts and Humanities; Social Sciences"
8275;21101128568;"Anales de la Catedra Francisco Suarez";journal;"00087750, 25303716";"Universidad de Granada";Yes;Yes;0,169;Q3;4;19;85;704;21;81;0,31;37,05;46,15;0;4;Spain;Western Europe;"Universidad de Granada";"2019-2025";"Law (Q3)";"Social Sciences"
8276;21100831489;"Asian Journal of Anesthesiology";journal;"2468824X";"Taiwan Society of Anesthesiologists";Yes;No;0,169;Q3;34;7;77;0;38;70;0,43;0,00;32,26;0;2;Taiwan;Asiatic Region;"Taiwan Society of Anesthesiologists";"2017-2024";"Anesthesiology and Pain Medicine (Q3); Medicine (miscellaneous) (Q4)";"Medicine"
8277;21101215777;"Justicia (Barranquilla)";journal;"25904566, 01247441";"Simon Bolivar University (Barranquilla)";Yes;Yes;0,169;Q3;3;33;96;1739;32;96;0,36;52,70;48,48;3;25;Colombia;Latin America;"Simon Bolivar University (Barranquilla)";"2020-2025";"Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Social Sciences"
8278;21100858119;"Pharmaceutical Sciences Asia";journal;"25868195, 25868470";"Mahidol University - Faculty of Pharmacy";Yes;Yes;0,169;Q3;10;40;160;1374;79;160;0,50;34,35;53,33;0;10;Thailand;Asiatic Region;"Mahidol University - Faculty of Pharmacy";"2017-2025";"Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q3); Pharmacology (medical) (Q4)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
8279;21101047069;"Revista de Filologia de la Universidad de La Laguna";journal;"02124130, 25308548";"Universidad de la Laguna";Yes;Yes;0,169;Q3;4;29;91;1344;13;88;0,17;46,34;51,85;0;3;Spain;Western Europe;"Universidad de la Laguna";"2019-2024";"Linguistics and Language (Q3)";"Social Sciences"
8280;21101272842;"Scientometrics Research Journal";journal;"24235563, 24233773";"Shahed University";Yes;Yes;0,169;Q3;4;26;95;1144;35;92;0,41;44,00;45,45;0;18;Iran;Middle East;"Shahed University";"2021-2024";"Library and Information Sciences (Q3); Social Sciences (miscellaneous) (Q3)";"Social Sciences"
8281;21100200605;"Acta Polytechnica";journal;"18052363, 12102709";"Czech Technical University in Prague";Yes;Yes;0,169;Q4;21;56;181;1873;121;179;0,53;33,45;19,57;0;18;Czech Republic;Eastern Europe;"Czech Technical University in Prague";"2009, 2011-2024";"Engineering (miscellaneous) (Q4)";"Engineering"
8282;21100223134;"Cuaternario y Geomorfologia";journal;"02141744";"Asociacion Espanola para el Estudio del Cuaternario (AEQUA)";Yes;No;0,169;Q4;13;8;58;386;21;52;0,26;48,25;15,00;0;1;Spain;Western Europe;"Asociacion Espanola para el Estudio del Cuaternario (AEQUA)";"2012-2024";"Earth-Surface Processes (Q4); Geography, Planning and Development (Q4); Geology (Q4); Paleontology (Q4)";"Earth and Planetary Sciences; Social Sciences"
8283;10900153304;"International Journal of Gerontology";journal;"18739598";"Elsevier Taiwan LLC";Yes;No;0,169;Q4;28;60;251;1362;80;213;0,30;22,70;37,50;0;21;Taiwan;Asiatic Region;"Elsevier Taiwan LLC";"2007-2025";"Geriatrics and Gerontology (Q4)";"Medicine"
8284;21100211315;"Journal fur Kulturpflanzen";journal;"18670938, 18670911";"Julius Kuhn-Institut Federal Research Center for Cultivated Plants";Yes;Yes;0,169;Q4;12;19;117;556;41;95;0,43;29,26;46,43;0;8;Germany;Western Europe;"Julius Kuhn-Institut Federal Research Center for Cultivated Plants";"2010-2024";"Agronomy and Crop Science (Q4); Plant Science (Q4); Soil Science (Q4)";"Agricultural and Biological Sciences"
8285;21101045007;"Journal of Modern Rehabilitation";journal;"25383868, 2538385X";"Tehran University of Medical Sciences";Yes;No;0,169;Q4;7;54;126;1883;55;121;0,43;34,87;50,00;0;11;Iran;Middle East;"Tehran University of Medical Sciences";"2019-2025";"Physical Therapy, Sports Therapy and Rehabilitation (Q4); Rehabilitation (Q4)";"Health Professions; Medicine"
8286;12701;"Nukleonika";journal;"15085791, 00295922";"Institute of Nuclear Chemistry and Technology";Yes;No;0,169;Q4;27;28;53;721;33;52;0,25;25,75;39,05;0;12;Poland;Eastern Europe;"Institute of Nuclear Chemistry and Technology";"1968, 1970, 1973-1974, 1978, 1981, 1996-2024";"Condensed Matter Physics (Q4); Instrumentation (Q4); Nuclear and High Energy Physics (Q4); Nuclear Energy and Engineering (Q4); Safety, Risk, Reliability and Quality (Q4); Waste Management and Disposal (Q4)";"Energy; Engineering; Environmental Science; Physics and Astronomy"
8287;27160;"Radiophysics and Quantum Electronics";journal;"00338443, 15739120";"Springer New York";Yes;No;0,169;Q4;30;14;249;991;130;249;0,48;70,79;16,00;0;1;United States;Northern America;"Springer New York";"1967-2025";"Astronomy and Astrophysics (Q4); Electrical and Electronic Engineering (Q4); Electronic, Optical and Magnetic Materials (Q4); Nuclear and High Energy Physics (Q4); Statistical and Nonlinear Physics (Q4)";"Engineering; Materials Science; Physics and Astronomy"
8288;21101034113;"Revista Brasileira de Geografia Fisica";journal;"19842295";"Universidade Federal de Pernambuco";Yes;No;0,169;Q4;11;272;669;15396;392;665;0,58;56,60;36,57;1;173;Brazil;Latin America;"Universidade Federal de Pernambuco";"2019-2025";"Atmospheric Science (Q4); Computers in Earth Sciences (Q4); Earth-Surface Processes (Q4); Environmental Science (miscellaneous) (Q4); Geography, Planning and Development (Q4); Geophysics (Q4)";"Earth and Planetary Sciences; Environmental Science; Social Sciences"
8289;21100220436;"Revista Ingenieria de Construccion";journal;"07162952, 07185073";"Pontificia Universidad Catolica de Chile";Yes;Yes;0,169;Q4;18;31;113;970;62;113;0,42;31,29;34,85;0;14;Chile;Latin America;"Pontificia Universidad Catolica de Chile";"2007-2024";"Building and Construction (Q4); Civil and Structural Engineering (Q4)";"Engineering"
8290;21101122804;"Revista Mexicana de Economia y Finanzas Nueva Epoca";journal;"16655346, 24486795";"Instituto Mexicano de Ejecutivos de Finanzas";Yes;Yes;0,169;Q4;5;41;137;1694;62;132;0,47;41,32;35,53;0;35;Mexico;Latin America;"Instituto Mexicano de Ejecutivos de Finanzas";"2019-2025";"Economics, Econometrics and Finance (miscellaneous) (Q4); Finance (Q4)";"Economics, Econometrics and Finance"
8291;21101248533;"Science of Traditional Chinese Medicine";journal;"2836922X, 28369211";"Wolters Kluwer Health";Yes;Yes;0,169;Q4;2;38;17;1784;18;15;1,06;46,95;47,67;0;9;United Kingdom;Western Europe;"Wolters Kluwer Health";"2023-2025";"Complementary and Alternative Medicine (Q4); Pharmacology (medical) (Q4)";"Medicine"
8292;21100976733;"Przeglad Rusycystyczny";journal;"0137298X";"Polskie Towarzystwo Rusycystyczne";Yes;Yes;0,168;Q1;2;48;170;1748;9;165;0,03;36,42;55,77;0;3;Poland;Eastern Europe;"Polskie Towarzystwo Rusycystyczne";"2019-2024";"Literature and Literary Theory (Q1); Cultural Studies (Q2); Philosophy (Q2); Linguistics and Language (Q3); Education (Q4)";"Arts and Humanities; Social Sciences"
8293;5800170623;"Filosofia Unisinos";journal;"15195023, 19848234";"Universidade do Vale do Rio dos Sinos";Yes;Yes;0,168;Q2;6;45;108;1475;16;101;0,18;32,78;26,00;0;4;Brazil;Latin America;"Universidade do Vale do Rio dos Sinos";"2010-2024";"Philosophy (Q2)";"Arts and Humanities"
8294;21100942113;"Nordic Journal of Educational History";journal;"20019076, 20017766";"University of UMEA";Yes;Yes;0,168;Q2;5;14;44;826;25;39;0,58;59,00;57,14;0;6;Sweden;Western Europe;"University of UMEA";"2019-2025";"History (Q2); Education (Q4)";"Arts and Humanities; Social Sciences"
8295;21101046764;"Revista Cuidarte";journal;"22160973, 23463414";"Universidad de Santander";Yes;Yes;0,168;Q2;7;51;186;1703;79;171;0,45;33,39;63,49;0;24;Colombia;Latin America;"Universidad de Santander";"2019-2025";"Nurse Assisting (Q2); Family Practice (Q3); Maternity and Midwifery (Q3); Medical and Surgical Nursing (Q3); Community and Home Care (Q4); Critical Care and Intensive Care Medicine (Q4); Nursing (miscellaneous) (Q4)";"Medicine; Nursing"
8296;21101037305;"Russian Psychological Journal";journal;"18121853, 24115789";"Russian Psychological Society";Yes;No;0,168;Q2;5;58;153;2638;82;153;0,54;45,48;65,09;0;19;Russian Federation;Eastern Europe;"Russian Psychological Society";"2019-2024";"Philosophy (Q2); Cognitive Neuroscience (Q4); Education (Q4); Psychology (miscellaneous) (Q4)";"Arts and Humanities; Neuroscience; Psychology; Social Sciences"
8297;21101193869;"Studia Hegeliana";journal;"2792176X, 24440809";"Universidad de Malaga";Yes;Yes;0,168;Q2;2;8;24;166;10;24;0,47;20,75;28,57;0;0;Spain;Western Europe;"Universidad de Malaga";"2019-2024";"Philosophy (Q2)";"Arts and Humanities"
8298;21101044831;"Annals of Movement Disorders";journal;"25903454, 25903446";"Wolters Kluwer Medknow Publications";Yes;Yes;0,168;Q3;6;51;89;1250;29;74;0,28;24,51;47,62;0;8;India;Asiatic Region;"Wolters Kluwer Medknow Publications";"2018-2024";"Surgery (Q3); Cognitive Neuroscience (Q4); Neurology (Q4); Neurology (clinical) (Q4); Neuroscience (miscellaneous) (Q4)";"Medicine; Neuroscience"
8299;21100200808;"Annals of Pediatric Surgery (Egypt)";journal;"16874137, 20905394";"Egyptian Pediatric Surgical Association (EPSA), Arab Association of Pediatric Surgeons (AAPS), Mediterranean Association of Pediatric Surgeons (MAPS), and Pan African Pediatric Surgical Association (PAPSA)";Yes;Yes;0,168;Q3;9;7;208;114;69;205;0,29;16,29;52,00;0;0;Egypt;Africa/Middle East;"Egyptian Pediatric Surgical Association (EPSA), Arab Association of Pediatric Surgeons (AAPS), Mediterranean Association of Pediatric Surgeons (MAPS), and Pan African Pediatric Surgical Association (PAPSA)";"2009, 2011-2024";"Pediatrics, Perinatology and Child Health (Q3); Surgery (Q3)";"Medicine"
8300;21101012656;"Drug Development and Registration";journal;"26585049, 23052066";"";Yes;Yes;0,168;Q3;8;92;337;2518;169;325;0,53;27,37;62,33;0;21;Russian Federation;Eastern Europe;"";"2019-2024";"Pharmaceutical Science (Q3); Pharmacy (Q3); Drug Discovery (Q4)";"Health Professions; Pharmacology, Toxicology and Pharmaceutics"
8301;21101196037;"Health Technology Assessment in Action";journal;"26453835";"Tehran University of Medical Sciences";Yes;Yes;0,168;Q3;4;26;80;847;31;76;0,33;32,58;51,14;0;10;Iran;Middle East;"Tehran University of Medical Sciences";"2019-2025";"Health Professions (miscellaneous) (Q3); Medicine (miscellaneous) (Q4)";"Health Professions; Medicine"
8302;11600153630;"Innovar";journal;"22486968, 01215051";"Universidad Nacional de Colombia";Yes;Yes;0,168;Q3;19;28;156;1641;99;141;0,54;58,61;43,55;0;12;Colombia;Latin America;"Universidad Nacional de Colombia";"2008-2025";"Sociology and Political Science (Q3); Accounting (Q4); Marketing (Q4); Public Administration (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Social Sciences"
8303;21100854850;"Journal of Indian Academy of Oral Medicine and Radiology";journal;"09751572, 09721363";"Wolters Kluwer Medknow Publications";Yes;No;0,168;Q3;14;110;335;1658;124;314;0,32;15,07;51,84;0;23;India;Asiatic Region;"Wolters Kluwer Medknow Publications";"2010-2012, 2014-2024";"Dentistry (miscellaneous) (Q3); Otorhinolaryngology (Q3); Radiology, Nuclear Medicine and Imaging (Q4)";"Dentistry; Medicine"
8304;19700202714;"Journal of Information and Organizational Sciences";journal;"18463312, 18469418";"University of Zagreb, Faculty of Organization and Informatics";Yes;Yes;0,168;Q3;17;26;83;985;79;76;0,94;37,88;42,22;0;8;Croatia;Eastern Europe;"University of Zagreb, Faculty of Organization and Informatics";"2006-2024";"Library and Information Sciences (Q3); Computer Science Applications (Q4); Information Systems (Q4)";"Computer Science; Social Sciences"
8305;21101061455;"Journal of Library and Information Science in Agriculture";journal;"10021248";"Chinese Academy of Agricultural Sciences";Yes;No;0,168;Q3;7;67;305;2444;105;305;0,40;36,48;45,33;0;32;China;Asiatic Region;"Chinese Academy of Agricultural Sciences";"2019-2024";"Library and Information Sciences (Q3); Agricultural and Biological Sciences (miscellaneous) (Q4)";"Agricultural and Biological Sciences; Social Sciences"
8306;4000152109;"Journal of Pediatric Neurosciences";journal;"18171745";"Wolters Kluwer Medknow Publications";Yes;No;0,168;Q3;27;19;219;207;93;193;0,24;10,89;28,00;0;3;India;Asiatic Region;"Wolters Kluwer Medknow Publications";"2006-2024";"Pediatrics, Perinatology and Child Health (Q3); Neuroscience (miscellaneous) (Q4)";"Medicine; Neuroscience"
8307;21101190205;"Acta Biologica Slovenica";journal;"18543073";"Univerza v Ljubljani";Yes;Yes;0,168;Q4;4;21;30;848;18;29;0,89;40,38;49,35;0;8;Slovenia;Eastern Europe;"Univerza v Ljubljani";"2019-2025";"Agricultural and Biological Sciences (miscellaneous) (Q4); Animal Science and Zoology (Q4); Plant Science (Q4); Soil Science (Q4)";"Agricultural and Biological Sciences"
8308;21100782200;"Biological Letters";journal;"16447700, 17347467";"De Gruyter Open Ltd";Yes;No;0,168;Q4;12;0;2;0;2;2;1,00;0,00;0,00;0;0;Poland;Eastern Europe;"De Gruyter Open Ltd";"2009-2017, 2019, 2022";"Agricultural and Biological Sciences (miscellaneous) (Q4); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q4)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
8309;21101162551;"Enterprise Modelling and Information Systems Architectures";journal;"18663621";"Gesellschaft fur Informatik (GI)";Yes;Yes;0,168;Q4;9;9;25;504;77;21;3,68;56,00;15,38;0;3;Germany;Western Europe;"Gesellschaft fur Informatik (GI)";"2019-2024";"Information Systems (Q4)";"Computer Science"
8310;21100845615;"Geogaceta";journal;"21736545, 0213683X";"Sociedad Geologica de Espana";Yes;Yes;0,168;Q4;6;47;124;586;24;124;0,19;12,47;37,34;0;8;Spain;Western Europe;"Sociedad Geologica de Espana";"2017-2024";"Geology (Q4)";"Earth and Planetary Sciences"
8311;21100223159;"Investigacion Operacional";journal;"02574306, 22245405";"Universidad de La Habana";Yes;No;0,168;Q4;17;76;161;1650;109;160;0,86;21,71;33,33;0;28;Cuba;Latin America;"Universidad de La Habana";"2012-2025";"Applied Mathematics (Q4); Numerical Analysis (Q4); Statistics and Probability (Q4)";"Mathematics"
8312;21100972595;"Iranian Journal of Toxicology";journal;"22519459, 20082967";"Arak University of Medical Sciences";Yes;Yes;0,168;Q4;8;25;136;951;94;136;0,54;38,04;50,93;0;12;Iran;Middle East;"Arak University of Medical Sciences";"2019-2024";"Health, Toxicology and Mutagenesis (Q4); Toxicology (Q4)";"Environmental Science; Pharmacology, Toxicology and Pharmaceutics"
8313;21000195014;"Journal of South Asian Federation of Obstetrics and Gynaecology";journal;"09751920, 09748938";"Jaypee Brothers Medical Publishers (P) Ltd";Yes;No;0,168;Q4;11;198;480;3771;146;458;0,23;19,05;68,75;0;109;India;Asiatic Region;"Jaypee Brothers Medical Publishers (P) Ltd";"2011-2024";"Obstetrics and Gynecology (Q4)";"Medicine"
8314;19700182903;"Journal of Theoretical and Applied Information Technology";journal;"18173195, 19928645";"Little Lion Scientific";Yes;No;0,168;Q4;42;724;2097;24390;1624;2097;0,81;33,69;36,29;0;246;Pakistan;Asiatic Region;"Little Lion Scientific";"2005, 2008-2025";"Computer Science (miscellaneous) (Q4); Theoretical Computer Science (Q4)";"Computer Science; Mathematics"
8315;24740;"Latin American Applied Research";journal;"03270793";"PLAPIQUI Planta Piloto de Ingenieria Quimica, CONICET / Universidad Nacional del Sur";Yes;Yes;0,168;Q4;29;72;158;2502;127;158;0,72;34,75;38,10;0;8;Argentina;Latin America;"PLAPIQUI Planta Piloto de Ingenieria Quimica, CONICET / Universidad Nacional del Sur";"1996-2025";"Chemical Engineering (miscellaneous) (Q4); Chemistry (miscellaneous) (Q4); Mechanical Engineering (Q4)";"Chemical Engineering; Chemistry; Engineering"
8316;21100211350;"Malaysian Journal of Public Health Medicine";journal;"16750306";"Malaysian Public Health Physicians Association";Yes;No;0,168;Q4;16;79;295;2586;118;295;0,31;32,73;53,56;0;39;Malaysia;Asiatic Region;"Malaysian Public Health Physicians Association";"2007, 2012-2024";"Public Health, Environmental and Occupational Health (Q4)";"Medicine"
8317;21101254079;"Modern Preventive Medicine";journal;"10038507";"Editorial Office of Modern Preventive Medicine";Yes;No;0,168;Q4;8;748;2296;17325;988;2296;0,48;23,16;49,48;0;366;China;Asiatic Region;"Editorial Office of Modern Preventive Medicine";"2020-2025";"Epidemiology (Q4); Public Health, Environmental and Occupational Health (Q4)";"Medicine"
8318;21100786920;"Pakistan Journal of Psychological Research";journal;"10160604";"National Institute of Psychology";Yes;No;0,168;Q4;12;50;121;2206;57;121;0,45;44,12;80,53;0;18;Pakistan;Asiatic Region;"National Institute of Psychology";"2016-2024";"Psychology (miscellaneous) (Q4)";"Psychology"
8319;21100206247;"Polish Annals of Medicine";journal;"12308013";"Collegium Medicum University of Warmia and Mazury";Yes;No;0,168;Q4;13;18;132;330;37;129;0,29;18,33;45,78;0;7;Poland;Eastern Europe;"Collegium Medicum University of Warmia and Mazury";"2007-2024";"Medicine (miscellaneous) (Q4)";"Medicine"
8320;21100857118;"Rendiconti di Matematica e delle Sue Applicazioni";journal;"11207183, 25323350";"Sapienza Universita di Roma";Yes;Yes;0,168;Q4;9;10;34;378;15;34;0,62;37,80;20,00;0;0;Italy;Western Europe;"Sapienza Universita di Roma";"2016-2024";"Algebra and Number Theory (Q4); Analysis (Q4); Applied Mathematics (Q4); Computational Mathematics (Q4); Discrete Mathematics and Combinatorics (Q4); Fluid Flow and Transfer Processes (Q4); Geometry and Topology (Q4); Modeling and Simulation (Q4)";"Chemical Engineering; Mathematics"
8321;21100200413;"Revista de Investigaciones Veterinarias del Peru";journal;"16099117, 16823419";"Universidad Nacional Mayor de San Marcos";Yes;Yes;0,168;Q4;15;97;516;2947;197;516;0,31;30,38;37,41;0;23;Peru;Latin America;"Universidad Nacional Mayor de San Marcos";"1999-2024";"Veterinary (miscellaneous) (Q4)";"Veterinary"
8322;21101040207;"Revista Facultad Nacional de Salud Publica";journal;"22563334, 0120386X";"Universidad de Antioquia";Yes;Yes;0,168;Q4;16;53;84;1690;39;73;0,49;31,89;58,25;0;28;Colombia;Latin America;"Universidad de Antioquia";"2008-2025";"Epidemiology (Q4); Health Information Management (Q4); Health Policy (Q4); Public Health, Environmental and Occupational Health (Q4)";"Health Professions; Medicine"
8323;21101062496;"Cuadernos de Ilustracion y Romanticismo";journal;"11328304, 21730687";"Universidad de Cadiz";Yes;Yes;0,167;Q1;4;51;123;1641;15;118;0,06;32,18;46,15;0;4;Spain;Western Europe;"Universidad de Cadiz";"2019-2024";"Literature and Literary Theory (Q1); History (Q2); Philosophy (Q2); History and Philosophy of Science (Q3); Linguistics and Language (Q3)";"Arts and Humanities; Social Sciences"
8324;21100207633;"Ge-Conservacion";journal;"19898568";"Grupo Espanol International Institute for Conservation";Yes;Yes;0,167;Q1;7;24;138;729;30;138;0,24;30,38;47,50;0;11;Spain;Western Europe;"Grupo Espanol International Institute for Conservation";"2009-2024";"Visual Arts and Performing Arts (Q1); Museology (Q2); Conservation (Q3)";"Arts and Humanities"
8325;5800205583;"Fascism";journal;"22116249, 22116257";"Brill Academic Publishers";Yes;No;0,167;Q2;11;11;45;1369;24;45;0,32;124,45;28,57;0;1;Netherlands;Western Europe;"Brill Academic Publishers";"2012-2024";"History (Q2); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
8326;21101149446;"Advanced Dental Journal";journal;"2636302X, 26363038";"Cairo University, Faculty of Dentistry";Yes;Yes;0,167;Q3;4;87;131;2723;63;131;0,37;31,30;67,02;0;12;Egypt;Africa/Middle East;"Cairo University, Faculty of Dentistry";"2019-2025";"Dentistry (miscellaneous) (Q3)";"Dentistry"
8327;5600153164;"Cadernos Pagu";journal;"01048333";"Universidade Estadual de Campinas UNICAMP";Yes;Yes;0,167;Q3;21;30;161;950;36;138;0,10;31,67;67,74;0;10;Brazil;Latin America;"Universidade Estadual de Campinas UNICAMP";"2008-2024";"Gender Studies (Q3)";"Social Sciences"
8328;21100923619;"Economic Research Guardian";journal;"22478531";"Mihai Mutascu";Yes;Yes;0,167;Q3;6;11;36;638;21;36;0,38;58,00;42,11;0;4;Romania;Eastern Europe;"Mihai Mutascu";"2019-2024";"Sociology and Political Science (Q3); Economics and Econometrics (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4); Geography, Planning and Development (Q4)";"Economics, Econometrics and Finance; Social Sciences"
8329;21101209808;"Economic Thought and Practice";journal;"13301039, 1848963X";"University of Dubronvnik";Yes;Yes;0,167;Q3;5;30;90;1544;62;90;0,67;51,47;67,16;0;15;Croatia;Eastern Europe;"University of Dubronvnik";"2020-2024";"Social Sciences (miscellaneous) (Q3); Economics and Econometrics (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4); Finance (Q4)";"Economics, Econometrics and Finance; Social Sciences"
8330;21101185538;"Hesperis-Tamuda";journal;"00181005";"Universite Mohammed V de Rabat - Institut Scientifique";Yes;Yes;0,167;Q3;5;31;128;1428;16;121;0,15;46,06;39,22;0;8;Morocco;Africa;"Universite Mohammed V de Rabat - Institut Scientifique";"1973-1974, 1982, 1984-1985, 2019-2024";"Archeology (arts and humanities) (Q3); Social Sciences (miscellaneous) (Q3)";"Arts and Humanities; Social Sciences"
8331;19800188061;"History of Geo- and Space Sciences";journal;"21905010, 21905029";"Copernicus Publications";Yes;Yes;0,167;Q3;9;6;29;252;14;29;0,50;42,00;10,00;0;0;Germany;Western Europe;"Copernicus Publications";"2010-2024";"History and Philosophy of Science (Q3); Earth and Planetary Sciences (miscellaneous) (Q4)";"Arts and Humanities; Earth and Planetary Sciences"
8332;21101152743;"Indonesia Law Review";journal;"20888430, 23562129";"University of Indonesia Faculty of Law";Yes;Yes;0,167;Q3;4;9;37;255;21;37;0,45;28,33;31,25;0;5;Indonesia;Asiatic Region;"University of Indonesia Faculty of Law";"2019-2024";"Law (Q3); Social Sciences (miscellaneous) (Q3); Education (Q4)";"Social Sciences"
8333;21100944647;"Journal of Cellular and Molecular Anesthesia";journal;"24765120, 25382462";"Brieflands";Yes;No;0,167;Q3;12;37;136;983;45;112;0,28;26,57;39,63;0;5;Iran;Middle East;"Brieflands";"2016-2024";"Anesthesiology and Pain Medicine (Q3); Pharmacology (medical) (Q4)";"Medicine"
8334;21100268424;"Journal of Mathematical and Fundamental Sciences";journal;"23375760";"Institute for Research and Community Services, Institut Teknologi Bandung";Yes;No;0,167;Q3;20;14;66;451;48;66;0,59;32,21;37,78;0;4;Indonesia;Asiatic Region;"Institute for Research and Community Services, Institut Teknologi Bandung";"2011, 2013-2024";"Multidisciplinary (Q3); Agricultural and Biological Sciences (miscellaneous) (Q4); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q4); Chemistry (miscellaneous) (Q4); Earth and Planetary Sciences (miscellaneous) (Q4); Mathematics (miscellaneous) (Q4); Medicine (miscellaneous) (Q4); Physics and Astronomy (miscellaneous) (Q4)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Chemistry; Earth and Planetary Sciences; Mathematics; Medicine; Multidisciplinary; Physics and Astronomy"
8335;21100427196;"Journal of Orofacial Sciences";journal;"09758844, 23204737";"Wolters Kluwer Medknow Publications";Yes;Yes;0,167;Q3;11;23;76;596;43;72;0,56;25,91;49,21;0;1;India;Asiatic Region;"Wolters Kluwer Medknow Publications";"2015-2024";"Oral Surgery (Q3); Orthodontics (Q3)";"Dentistry"
8336;21101183722;"Journal of Risk Analysis and Crisis Response";journal;"22108505";"Huaxi University Town, Editorial Department of JRACR";Yes;Yes;0,167;Q3;5;33;62;1601;44;62;0,64;48,52;39,06;0;18;China;Asiatic Region;"Huaxi University Town, Editorial Department of JRACR";"2019-2024";"Social Sciences (miscellaneous) (Q3); Decision Sciences (miscellaneous) (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4); Environmental Science (miscellaneous) (Q4); Information Systems and Management (Q4); Management Science and Operations Research (Q4); Safety Research (Q4); Statistics, Probability and Uncertainty (Q4)";"Decision Sciences; Economics, Econometrics and Finance; Environmental Science; Social Sciences"
8337;21101185808;"Law: Journal of the University of Latvia";journal;"25929364, 16917677";"University of Latvia";Yes;Yes;0,167;Q3;2;18;48;769;9;48;0,21;42,72;55,17;0;12;Latvia;Eastern Europe;"University of Latvia";"2020-2024";"Law (Q3)";"Social Sciences"
8338;5700167337;"Medijska Istrazivanja";journal;"13306928";"University of Zagreb";Yes;Yes;0,167;Q3;8;14;40;680;17;33;0,42;48,57;52,00;0;1;Croatia;Eastern Europe;"University of Zagreb";"2011-2024";"Communication (Q3); Sociology and Political Science (Q3)";"Social Sciences"
8339;18128;"Sociologisk Forskning";journal;"00380342";"Swedish Sociological Association";Yes;Yes;0,167;Q3;12;29;98;872;42;81;0,25;30,07;52,94;0;6;Sweden;Western Europe;"Swedish Sociological Association";"1996-2024";"Sociology and Political Science (Q3)";"Social Sciences"
8340;21101272732;"Asian Pacific Journal of Cancer Care";journal;"25883682";"West Asia Organization for Cancer Prevention";Yes;Yes;0,167;Q4;6;87;226;1771;87;224;0,32;20,36;40,34;0;82;Iran;Middle East;"West Asia Organization for Cancer Prevention";"2021-2025";"Medicine (miscellaneous) (Q4); Oncology (Q4); Oncology (nursing) (Q4)";"Medicine; Nursing"
8341;21101274774;"AUT Journal of Mathematics and Computing";journal;"27832449, 27832287";"Amirkabir University of Technology";Yes;Yes;0,167;Q4;4;30;62;750;21;62;0,20;25,00;28,57;0;1;Iran;Middle East;"Amirkabir University of Technology";"2021-2025";"Applied Mathematics (Q4); Computational Mathematics (Q4); Computational Theory and Mathematics (Q4); Statistics and Probability (Q4)";"Computer Science; Mathematics"
8342;145059;"CTyF - Ciencia, Tecnologia y Futuro";journal;"23824581, 01225383";"Ecopetrol S.A.";Yes;Yes;0,167;Q4;20;6;40;218;24;40;0,54;36,33;25,81;0;6;Colombia;Latin America;"Ecopetrol S.A.";"1996-2024";"Chemical Engineering (miscellaneous) (Q4); Energy (miscellaneous) (Q4); Engineering (miscellaneous) (Q4); Fuel Technology (Q4); Geology (Q4); Geophysics (Q4); Renewable Energy, Sustainability and the Environment (Q4)";"Chemical Engineering; Earth and Planetary Sciences; Energy; Engineering"
8343;21100255070;"EEA - Electrotehnica, Electronica, Automatica";journal;"15825175";"Institutul de Cercetare si Proiectare pentru Electrotehnica";Yes;No;0,167;Q4;17;32;107;870;70;106;0,65;27,19;23,23;0;13;Romania;Eastern Europe;"Institutul de Cercetare si Proiectare pentru Electrotehnica";"2012-2024";"Control and Systems Engineering (Q4); Electrical and Electronic Engineering (Q4)";"Engineering"
8344;21101211359;"Engineering Access";journal;"27304175";"Mahasarakham University Faculty of Engineering";Yes;No;0,167;Q4;5;22;89;680;56;89;0,58;30,91;30,51;0;13;Thailand;Asiatic Region;"Mahasarakham University Faculty of Engineering";"2021-2025";"Engineering (miscellaneous) (Q4)";"Engineering"
